,Children,Age,Income,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Churn_Yes
4031,1,32,11098.33,17.31427,147.4713,1735.70733,0,0,1,0,1,0,0,0,1,0,0,0
4032,2,25,104452.6,5.013991,130.0064,952.2685798,1,0,0,0,1,0,0,0,0,1,0,0
4033,2,48,39855.47,3.983529,169.9447,704.9286558,1,0,0,0,0,0,0,1,0,1,0,0
4034,1,49,47053.09,25.43027,124.9781,2198.49291,0,1,0,1,0,0,0,0,1,0,0,0
4035,1,72,55691.37,20.21413,152.466,1932.932484,0,1,0,0,0,1,0,0,0,1,0,0
4036,4,85,8435.92,5.911652,149.9621,769.3159079,0,1,0,0,0,1,0,0,1,0,0,0
4037,1,62,61970.01,1.479514,117.4686,773.2252534,0,0,1,0,1,0,0,0,0,1,0,0
4038,7,63,51518.48,1.25577,172.4705,1083.905096,1,0,0,0,0,0,0,1,0,1,0,1
4039,1,49,54101.82,15.85633,167.4847,2196.848941,0,0,1,0,0,1,0,0,1,0,0,0
4040,1,45,28468.2,3.903228,182.4538,634.6695443,0,1,0,0,0,0,0,1,1,0,0,0
4041,0,55,84724.98,14.9206,184.9963,1652.974278,0,0,1,0,0,0,0,1,1,0,0,0
4042,3,58,31936.02,12.98383,184.967,1551.900975,1,0,0,1,0,0,0,0,0,1,0,1
4043,0,41,19460.56,15.09343,137.4978,1502.957327,1,0,0,0,0,0,0,1,1,0,0,0
4044,1,47,57786.83,10.52332,182.4676,1251.370897,1,0,0,0,0,0,1,0,1,0,0,1
4045,0,41,76658.88,2.343134,192.4404,625.8895244,0,1,0,0,0,0,1,0,0,1,0,1
4046,1,82,2477.91,7.91447,147.4738,831.3672853,0,0,1,0,0,1,0,0,0,1,0,0
4047,3,37,5289.83,14.71579,242.6573,2044.702772,0,1,0,0,0,0,1,0,1,0,0,1
4048,0,81,23156.69,8.462764,104.9629,783.1783931,1,0,0,0,1,0,0,0,1,0,0,0
4049,2,38,35337.11,3.319565,174.9882,1170.139527,0,1,0,0,0,1,0,0,0,0,1,1
4050,0,42,30928.21,4.557348,137.4392,638.0977736,0,0,1,0,0,0,1,0,0,1,0,1
4051,2,38,29210.9,4.839337,182.447,833.2996999,0,0,1,1,0,0,0,0,0,1,0,0
4052,1,79,149968.0,13.48223,275.1336,1744.354966,0,1,0,0,0,1,0,0,1,0,0,1
4053,1,71,9399.04,8.635904,172.4555,1076.282569,0,0,1,0,0,0,0,1,0,1,0,1
4054,0,79,16970.75,11.44954,265.1283,1537.073388,0,1,0,0,0,0,0,1,1,0,0,1
4055,7,59,45395.08,12.51669,270.1604,2408.542735,1,0,0,0,0,0,0,1,1,0,0,1
4056,4,67,43487.16,6.811035,82.49655,696.2689909,0,0,1,0,0,0,1,0,1,0,0,0
4057,3,61,26699.84,12.35438,114.9509,1653.932692,1,0,0,0,0,0,1,0,0,1,0,0
4058,2,49,49081.51,2.224168,212.6415,1249.968178,0,0,1,1,0,0,0,0,0,1,0,1
4059,1,79,18071.31,4.825693,190.1599,863.4968708,1,0,0,0,0,0,1,0,1,0,0,1
4060,0,19,61510.96,11.69113,149.9378,1722.330381,0,0,1,0,1,0,0,0,1,0,0,0
4061,1,39,126678.4,20.25956,194.9581,2159.414298,0,0,1,0,1,0,0,0,1,0,0,0
4062,1,66,20455.42,6.979037,172.4871,992.6561706,0,1,0,0,0,0,1,0,1,0,0,0
4063,1,37,24844.03,19.46465,154.9755,2574.581362,0,1,0,0,1,0,0,0,0,1,0,0
4064,1,32,58887.16,2.415421,265.1283,981.7181093,0,0,1,0,0,0,1,0,1,0,0,1
4065,0,73,57265.89,20.84965,242.6326,2280.034122,0,1,0,0,1,0,0,0,0,1,0,1
4066,3,35,26190.71,3.245848,159.9805,721.3139824,0,0,1,0,0,1,0,0,0,1,0,1
4067,7,71,3360.57,16.53338,262.6106,2120.151113,0,0,1,0,1,0,0,0,1,0,0,1
4068,1,40,21018.6,13.14021,187.6094,2006.605241,0,0,1,1,0,0,0,0,1,0,0,1
4069,0,65,27147.53,4.736816,182.4433,1069.814443,0,1,0,0,0,0,0,1,0,0,1,1
4070,1,70,55025.02,8.839856,257.6513,1882.174515,0,1,0,0,0,1,0,0,1,0,0,1
4071,8,69,88400.34,1.964781,152.5104,1072.95902,0,0,1,0,0,0,1,0,0,1,0,1
4072,0,87,4464.62,11.37064,147.4738,985.0942314,1,0,0,0,0,0,1,0,1,0,0,0
4073,1,78,13715.57,8.761313,174.9581,1549.953908,1,0,0,1,0,0,0,0,0,1,0,1
4074,0,20,119318.8,14.87243,174.9581,2163.007664,1,0,0,0,1,0,0,0,1,0,0,0
4075,8,45,16905.12,2.558218,197.484,1449.618401,0,1,0,0,1,0,0,0,0,1,0,1
4076,2,27,68836.22,7.269016,220.1149,1670.890036,0,0,1,0,0,1,0,0,1,0,0,1
4077,0,27,85712.06,1.426775,217.484,756.1541962,0,0,1,0,0,0,1,0,0,1,0,1
4078,5,55,105157.2,21.31617,222.6792,2569.290158,1,0,0,1,0,0,0,0,1,0,0,0
4079,0,44,27249.39,3.80496,207.6094,831.3552738,0,1,0,0,0,0,1,0,0,1,0,1
4080,3,22,37622.41,12.57306,194.9768,1614.234523,1,0,0,0,0,1,0,0,0,1,0,0
4081,2,68,23406.73,11.76752,169.9378,1216.01156,0,0,1,0,0,0,0,1,1,0,0,0
4082,2,50,20655.49,1.690026,162.4608,1030.22533,1,0,0,0,0,0,1,0,0,1,0,1
4083,7,30,91961.79,4.91638,147.4564,1258.92066,0,0,1,1,0,0,0,0,1,0,0,1
4084,2,27,17423.53,9.873648,159.9476,1582.882748,0,0,1,0,0,1,0,0,0,0,1,1
4085,4,44,34597.28,6.971251,149.9447,1390.860478,0,1,0,0,0,1,0,0,1,0,0,0
4086,3,75,46745.03,2.779089,277.6513,1017.250159,0,1,0,0,0,0,1,0,1,0,0,1
4087,1,61,5917.37,9.112126,139.9979,1068.365286,0,1,0,0,1,0,0,0,0,1,0,1
4088,0,63,43184.08,7.128376,129.9598,1185.421568,1,0,0,0,1,0,0,0,1,0,0,0
4089,0,21,49614.23,3.033303,137.4698,911.2594992,1,0,0,0,0,1,0,0,0,1,0,0
4090,0,34,17736.57,3.211508,159.965,638.2966688,0,0,1,0,0,1,0,0,0,1,0,0
4091,4,25,50390.91,11.88029,169.9928,1335.552296,1,0,0,0,0,0,0,1,1,0,0,0
4092,1,63,11247.62,9.062033,172.4624,1116.289401,0,0,1,0,0,0,0,1,0,1,0,1
4093,0,37,14828.39,7.462849,162.4653,1452.308983,0,0,1,1,0,0,0,0,0,1,0,1
4094,7,29,86449.72,5.951276,112.4551,849.8471125,1,0,0,0,1,0,0,0,0,1,0,0
4095,3,69,8705.79,17.92442,192.4404,1903.138739,0,1,0,0,0,1,0,0,0,1,0,0
4096,6,18,20724.48,11.36049,172.4742,1547.496008,0,0,1,0,0,1,0,0,0,1,0,0
4097,4,70,40643.06,18.44164,137.4392,1760.029684,0,0,1,0,0,1,0,0,1,0,0,0
4098,4,55,16035.67,6.218071,230.1344,1235.041233,1,0,0,0,0,0,1,0,1,0,0,1
4099,1,70,27967.87,14.87149,182.4676,1532.242102,0,0,1,0,0,1,0,0,1,0,0,1
4100,2,67,39176.98,11.94952,245.1457,1692.14874,1,0,0,0,0,0,1,0,1,0,0,0
4101,1,19,9713.69,5.623084,222.6281,1685.709392,1,0,0,0,0,1,0,0,0,1,0,1
4102,4,29,7458.91,7.032789,220.1615,1378.197785,1,0,0,0,0,0,0,1,1,0,0,1
4103,1,61,18073.63,20.80434,192.4705,2094.027389,0,1,0,0,0,0,1,0,0,1,0,0
4104,1,32,27492.15,15.15905,159.965,1654.594685,0,0,1,0,1,0,0,0,0,1,0,0
4105,3,28,17931.97,27.47595,255.1198,3452.422228,0,1,0,0,0,0,1,0,1,0,0,1
4106,1,84,23618.18,11.75829,245.132,1556.189478,1,0,0,0,0,1,0,0,0,1,0,1
4107,0,25,14790.79,3.346632,92.45514,847.5443814,0,1,0,0,1,0,0,0,0,1,0,0
4108,2,80,4289.84,10.15472,182.447,1048.841947,1,0,0,0,0,0,1,0,1,0,0,1
4109,0,49,11555.49,18.85404,207.4673,1985.001327,0,1,0,0,0,1,0,0,1,0,0,0
4110,0,61,20646.5,4.120579,162.4676,1063.553,1,0,0,0,0,0,1,0,1,0,0,0
4111,0,20,84655.31,15.82734,137.5165,1552.219697,1,0,0,0,1,0,0,0,1,0,0,0
4112,0,61,43528.14,2.54657,182.497,576.7539469,0,0,1,0,0,0,0,1,0,1,0,1
4113,4,61,31559.08,6.623366,127.475,871.6497245,0,1,0,0,1,0,0,0,0,1,0,0
4114,3,75,5025.12,10.98445,159.9642,1267.767102,1,0,0,0,0,1,0,0,1,0,0,1
4115,0,37,13342.18,9.710957,139.9678,1175.07987,0,0,1,0,1,0,0,0,0,1,0,0
4116,0,45,7324.74,11.73089,139.9349,1676.476901,0,0,1,0,0,0,1,0,1,0,0,1
4117,8,25,6650.96,12.50526,202.4433,1674.101146,1,0,0,0,1,0,0,0,1,0,0,0
4118,3,88,1404.19,12.64925,187.656,1542.223736,0,1,0,0,0,0,0,1,1,0,0,1
4119,3,56,55127.57,6.580765,149.9447,1288.736573,1,0,0,0,0,1,0,0,1,0,0,0
4120,0,56,55736.72,11.72569,147.4738,1198.110595,1,0,0,0,0,1,0,0,0,1,0,0
4121,1,18,37552.63,17.25428,159.9942,1861.838695,0,1,0,0,0,0,0,1,1,0,0,1
4122,3,88,22428.12,4.143229,117.5015,558.6380046,0,0,1,0,0,0,0,1,0,1,0,0
4123,4,88,9693.38,6.468187,235.1555,1627.193453,1,0,0,0,1,0,0,0,1,0,0,1
4124,2,39,19745.98,4.827032,127.4421,1061.907795,0,1,0,0,0,0,1,0,1,0,0,0
4125,3,76,47393.32,8.032262,137.4684,975.6560108,0,1,0,0,0,1,0,0,0,1,0,1
4126,0,28,31654.75,18.03946,142.5007,2214.155609,0,0,1,0,0,0,0,1,0,0,1,0
4127,0,64,15719.1,4.245048,172.4567,946.9600501,0,0,1,0,1,0,0,0,1,0,0,1
4128,0,40,102072.0,8.894523,212.6415,1717.407155,0,0,1,0,1,0,0,0,1,0,0,1
4129,0,87,124493.2,2.847771,172.4404,929.9153923,0,1,0,1,0,0,0,0,0,1,0,1
4130,1,55,40877.0,18.61815,240.1149,2064.732863,1,0,0,0,0,0,0,1,1,0,0,1
4131,1,21,17217.29,6.63265,222.6281,1761.873779,0,0,1,1,0,0,0,0,0,1,0,0
4132,3,67,7041.99,4.351173,129.9598,1037.103018,1,0,0,0,0,1,0,0,1,0,0,0
4133,1,71,15666.43,14.61014,149.9447,1882.950851,1,0,0,0,0,1,0,0,0,1,0,0
4134,0,63,48167.78,4.806626,142.4827,1162.614265,1,0,0,0,0,0,0,1,0,1,0,1
4135,1,19,3379.82,22.13831,242.6435,2616.565517,0,0,1,0,0,1,0,0,0,1,0,1
4136,3,41,43886.72,5.325642,95.01949,796.4508318,0,1,0,0,0,0,1,0,0,1,0,0
4137,3,24,28683.49,10.05766,144.9607,1151.520457,0,1,0,0,0,0,0,1,0,1,0,0
4138,0,77,111143.1,5.140738,240.1149,904.5618908,0,1,0,0,0,1,0,0,0,1,0,1
4139,0,65,42739.62,17.21579,179.9476,1670.944369,0,0,1,0,1,0,0,0,0,1,0,0
4140,1,42,22986.69,4.984488,162.4608,1295.610833,0,0,1,1,0,0,0,0,0,1,0,0
4141,3,43,35590.37,2.414,114.9658,468.36494,1,0,0,0,0,0,0,1,1,0,0,0
4142,0,61,28963.75,24.94225,137.4392,2246.098296,1,0,0,0,0,0,1,0,0,1,0,0
4143,2,27,12211.88,1.887597,172.4441,628.4063951,0,1,0,0,0,1,0,0,0,1,0,0
4144,0,76,82481.35,6.592291,137.4392,646.3090606,0,0,1,0,1,0,0,0,1,0,0,0
4145,1,86,59196.24,4.154665,127.475,412.7637414,1,0,0,0,0,0,0,1,1,0,0,1
4146,0,77,25859.59,10.42248,137.4684,1028.818406,0,0,1,1,0,0,0,0,1,0,0,1
4147,3,44,13836.46,5.65315,104.9643,1070.918591,1,0,0,0,0,1,0,0,0,1,0,0
4148,3,22,91563.15,2.647286,127.4421,969.8255583,0,1,0,1,0,0,0,0,1,0,0,0
4149,4,67,61117.27,10.573,127.4958,1089.662539,0,0,1,0,1,0,0,0,1,0,0,0
4150,3,58,14656.97,10.36378,127.4783,1471.541306,1,0,0,0,0,0,0,1,1,0,0,0
4151,2,48,81945.11,5.814507,192.4885,795.5471897,0,1,0,0,0,0,0,1,1,0,0,0
4152,7,85,47066.46,19.94322,127.4958,1973.062252,0,0,1,0,0,0,0,1,0,1,0,0
4153,2,83,17786.67,12.63051,147.4421,1225.839629,0,0,1,0,1,0,0,0,0,1,0,0
4154,1,34,22447.98,3.988032,182.4676,758.5059535,1,0,0,0,1,0,0,0,1,0,0,1
4155,1,52,37438.69,2.459304,177.6508,753.8000793,1,0,0,0,0,0,1,0,1,0,0,1
4156,0,69,18370.06,5.877819,140.0013,1060.698386,1,0,0,0,0,0,0,1,1,0,0,1
4157,1,32,11091.57,3.850863,114.9658,560.5940436,1,0,0,0,0,0,1,0,1,0,0,1
4158,0,53,45396.13,17.62624,172.5034,1751.102541,1,0,0,1,0,0,0,0,1,0,0,0
4159,2,83,125288.6,2.026825,172.4742,364.1796625,1,0,0,0,0,0,1,0,1,0,0,1
4160,4,88,47792.78,2.735806,182.4538,537.4400071,1,0,0,0,0,1,0,0,0,1,0,1
4161,0,77,70094.06,5.131207,92.45514,740.9934575,0,1,0,0,1,0,0,0,1,0,0,0
4162,1,82,43447.28,11.25684,220.1323,1386.235112,0,1,0,0,0,0,1,0,1,0,0,0
4163,3,23,21308.46,10.52866,114.9509,1628.925715,0,0,1,0,0,0,0,1,0,1,0,0
4164,0,79,12547.26,8.596278,184.9496,1431.48792,1,0,0,0,0,0,1,0,0,1,0,1
4165,3,67,29318.96,4.618962,152.509,885.8344713,0,0,1,0,0,0,0,1,0,1,0,1
4166,3,26,25502.9,5.606293,124.9607,1193.722344,0,0,1,1,0,0,0,0,0,1,0,1
4167,1,31,88981.56,18.67357,149.9913,1971.643189,0,1,0,0,0,0,1,0,1,0,0,0
4168,5,78,41521.95,6.941165,125.0073,783.5447103,0,1,0,1,0,0,0,0,1,0,0,1
4169,0,78,938.81,10.91791,182.4676,1198.334446,0,1,0,1,0,0,0,0,0,1,0,1
4170,2,58,51755.55,7.33513,124.9607,1117.392471,0,0,1,0,0,1,0,0,1,0,0,0
4171,7,39,23042.88,5.062073,124.9643,666.238562,1,0,0,0,1,0,0,0,1,0,0,0
4172,3,36,98147.26,24.79814,104.9923,2334.936502,1,0,0,0,0,0,1,0,1,0,0,0
4173,1,22,58006.93,10.31681,114.9838,1061.819409,0,0,1,0,0,0,0,1,1,0,0,0
4174,1,40,17275.92,2.395742,129.9621,949.9087685,0,0,1,0,0,1,0,0,1,0,0,1
4175,4,32,44106.66,13.70911,124.9607,1868.762719,0,0,1,0,0,1,0,0,0,1,0,0
4176,0,82,29556.6,9.102322,169.9741,877.6347728,0,0,1,0,0,1,0,0,1,0,0,0
4177,4,64,52638.57,1.60558,232.652,949.8530724,0,1,0,0,0,0,0,1,0,1,0,1
4178,0,22,26998.56,26.10713,139.9861,2616.567484,0,0,1,0,0,0,0,1,0,1,0,0
4179,2,59,11109.83,8.450712,207.6094,1224.407955,0,0,1,0,1,0,0,0,0,1,0,0
4180,3,79,86060.95,12.3548,222.6281,2102.1428,0,1,0,0,0,0,1,0,0,1,0,1
4181,0,41,60646.06,4.892174,152.4798,829.160544,0,1,0,0,0,1,0,0,0,1,0,0
4182,0,50,7826.14,2.586551,197.6288,719.7255006,0,0,1,0,0,0,0,1,0,0,1,1
4183,3,27,49626.73,9.175977,174.9699,1754.124518,1,0,0,0,0,0,1,0,0,1,0,1
4184,3,44,62383.84,6.311363,169.9378,874.5896088,0,1,0,0,0,0,0,1,0,0,1,0
4185,3,82,52312.84,7.27652,240.1149,1155.524102,0,0,1,0,1,0,0,0,0,1,0,1
4186,0,76,32125.5,3.226415,169.9378,510.6595626,1,0,0,1,0,0,0,0,0,1,0,0
4187,0,73,50730.53,2.980706,182.447,422.3998081,1,0,0,0,0,0,1,0,1,0,0,0
4188,4,69,24641.27,6.783568,182.4653,1001.378182,0,0,1,0,0,0,1,0,0,1,0,1
4189,4,24,29303.95,5.648594,174.9581,1564.304827,0,0,1,0,0,0,0,1,0,1,0,0
4190,3,83,12711.69,6.184958,197.484,1468.274084,0,1,0,1,0,0,0,0,0,1,0,1
4191,0,36,28799.35,23.40043,162.4676,2772.321832,0,1,0,0,0,0,1,0,0,1,0,1
4192,3,39,100585.1,4.109741,137.4836,1027.507457,0,0,1,0,1,0,0,0,0,0,1,0
4193,2,53,68697.59,3.479316,200.1185,1254.551808,0,1,0,0,0,1,0,0,0,1,0,1
4194,1,75,24385.38,1.743805,255.1665,847.0257353,0,1,0,0,0,0,1,0,0,1,0,1
4195,0,41,77706.42,23.38469,265.147,2559.878176,0,1,0,1,0,0,0,0,1,0,0,1
4196,3,61,26393.26,16.19111,240.1149,1954.817992,0,0,1,0,0,0,0,1,0,1,0,0
4197,0,45,26053.32,14.10279,204.9797,1570.913875,1,0,0,1,0,0,0,0,0,1,0,1
4198,1,82,28423.59,5.102617,132.4798,1109.204756,0,1,0,1,0,0,0,0,1,0,0,0
4199,2,87,3168.14,4.61822,169.9378,567.9194367,1,0,0,1,0,0,0,0,1,0,0,0
4200,2,54,36821.9,1.474087,200.1465,791.2910428,1,0,0,0,1,0,0,0,1,0,0,1
4201,8,20,2246.27,7.874401,164.9785,1895.230077,1,0,0,0,0,1,0,0,0,1,0,1
4202,2,49,46328.01,2.885895,137.4836,867.4854039,0,0,1,1,0,0,0,0,1,0,0,1
4203,1,53,35207.0,19.48432,207.6094,2070.311565,0,0,1,0,0,0,1,0,1,0,0,1
4204,0,75,47915.97,1.203982,119.9568,696.77888,0,1,0,0,0,0,0,1,1,0,0,0
4205,3,57,11121.39,4.073125,267.6427,1571.964276,1,0,0,0,0,0,0,1,0,1,0,1
4206,0,67,39149.61,4.784022,124.9781,499.2698644,0,0,1,1,0,0,0,0,0,1,0,0
4207,1,68,12114.71,11.66425,139.965,1581.415147,1,0,0,0,1,0,0,0,1,0,0,0
4208,0,85,107570.9,1.063338,235.1417,990.2063632,0,1,0,0,0,1,0,0,1,0,0,1
4209,0,50,25598.66,1.070145,184.9496,909.8932554,0,1,0,0,0,1,0,0,0,1,0,1
4210,2,41,25223.93,9.664222,240.1149,1368.692393,0,0,1,0,1,0,0,0,0,0,1,1
4211,4,60,31574.68,3.921335,184.9496,1186.812133,1,0,0,0,0,0,1,0,1,0,0,1
4212,0,89,33406.38,8.925564,164.967,1391.823736,0,0,1,1,0,0,0,0,1,0,0,1
4213,0,80,12155.81,7.610924,149.9915,775.1851628,0,0,1,0,1,0,0,0,1,0,0,0
4214,2,60,25939.02,11.59641,149.9598,1209.433597,0,0,1,1,0,0,0,0,1,0,0,1
4215,0,72,18774.29,5.540815,194.9663,1201.716157,0,1,0,0,0,0,1,0,1,0,0,1
4216,1,23,55241.85,5.527407,174.9919,974.4325376,0,0,1,1,0,0,0,0,0,1,0,0
4217,0,40,24810.37,14.93552,165.0113,1670.49598,0,0,1,0,1,0,0,0,1,0,0,0
4218,0,30,39034.91,2.106961,149.9621,561.8079362,0,0,1,0,1,0,0,0,0,1,0,0
4219,0,24,38136.49,8.11277,174.991,1186.8504,0,0,1,1,0,0,0,0,1,0,0,1
4220,6,30,31817.36,1.923729,149.9778,577.0059283,1,0,0,1,0,0,0,0,1,0,0,0
4221,6,21,5853.02,3.542704,95.00571,645.1788133,0,0,1,0,0,0,0,1,1,0,0,0
4222,0,76,48206.11,4.192662,204.9634,700.7755614,0,1,0,0,0,1,0,0,1,0,0,1
4223,2,56,54715.58,16.61624,232.6228,2025.44891,0,0,1,1,0,0,0,0,1,0,0,1
4224,3,33,41130.54,14.91353,174.991,1806.936325,1,0,0,0,0,0,1,0,1,0,0,1
4225,3,25,12588.75,5.129202,130.0064,992.4933978,1,0,0,1,0,0,0,0,0,1,0,0
4226,1,83,10048.03,3.817742,152.466,506.3292263,0,1,0,0,0,1,0,0,1,0,0,0
4227,2,34,37252.55,14.48515,179.9476,1528.122932,0,0,1,1,0,0,0,0,1,0,0,0
4228,3,39,8330.58,19.39623,287.6427,2425.973996,1,0,0,0,0,1,0,0,1,0,0,1
4229,7,80,60909.21,3.367927,179.9794,722.0495418,0,1,0,0,0,0,0,1,0,1,0,1
4230,8,41,12021.28,9.031197,114.9838,1109.677542,0,1,0,0,0,0,0,1,1,0,0,1
4231,1,62,55801.79,10.77389,129.9915,1537.645961,0,1,0,1,0,0,0,0,1,0,0,1
4232,0,57,36057.73,8.526865,179.9476,902.9358857,1,0,0,0,0,0,0,1,1,0,0,0
4233,0,69,86274.26,3.761516,242.6281,924.9657013,0,0,1,0,0,0,1,0,0,1,0,1
4234,1,26,33554.09,10.1408,174.9699,1774.889088,0,1,0,0,0,0,1,0,0,1,0,1
4235,0,59,31150.04,13.33556,179.9476,1372.679029,1,0,0,0,1,0,0,0,0,1,0,0
4236,0,83,56532.82,14.61254,127.475,1330.997032,0,0,1,0,1,0,0,0,0,1,0,0
4237,0,54,47991.88,4.098818,184.961,1132.634807,1,0,0,0,0,0,0,1,1,0,0,1
4238,0,49,21152.89,10.99657,162.4653,1620.224811,0,0,1,1,0,0,0,0,1,0,0,0
4239,1,43,50673.99,8.361438,137.4978,1057.86587,0,0,1,0,0,1,0,0,0,1,0,0
4240,0,40,16320.7,5.058557,182.4653,831.9762364,0,0,1,0,0,0,0,1,0,1,0,1
4241,2,56,16374.21,4.816947,149.9621,760.1831445,1,0,0,0,0,0,1,0,0,1,0,0
4242,1,82,17778.12,6.470869,165.0182,884.0960804,0,1,0,1,0,0,0,0,1,0,0,0
4243,4,75,9479.49,9.079335,147.4738,959.8322448,0,1,0,0,0,0,1,0,1,0,0,0
4244,0,22,86019.75,3.984772,184.9496,1193.459499,0,1,0,0,0,0,1,0,1,0,0,1
4245,0,52,8122.26,17.13675,169.9447,1707.991573,0,1,0,0,1,0,0,0,0,1,0,0
4246,0,19,19211.13,1.741247,172.4404,1015.142572,0,0,1,1,0,0,0,0,1,0,0,1
4247,3,55,29711.39,2.011058,162.4653,956.6535443,1,0,0,0,0,0,0,1,1,0,0,1
4248,1,77,9954.05,12.48694,162.4608,1795.593522,0,0,1,0,0,0,1,0,0,1,0,1
4249,0,56,258900.7,8.870031,232.6415,1296.501758,1,0,0,1,0,0,0,0,0,1,0,0
4250,4,25,105969.1,4.082591,179.9656,787.75587,1,0,0,1,0,0,0,0,0,1,0,1
4251,0,46,25227.46,18.9981,200.1323,2521.277564,0,1,0,0,0,0,1,0,1,0,0,1
4252,1,80,60866.81,9.022068,214.9525,997.2010554,1,0,0,0,0,0,1,0,1,0,0,1
4253,0,70,70716.07,13.99745,159.9794,1741.511236,0,0,1,0,0,1,0,0,1,0,0,0
4254,2,71,115681.5,1.14019,127.525,396.3110471,0,0,1,0,0,0,0,1,0,1,0,0
4255,3,59,41302.92,6.322807,235.1591,1198.455198,0,0,1,1,0,0,0,0,1,0,0,1
4256,8,76,15610.48,23.81965,149.9621,2389.304765,0,0,1,0,0,0,1,0,1,0,0,0
4257,2,70,6119.53,1.31809,104.9629,295.3935883,0,0,1,1,0,0,0,0,1,0,0,1
4258,2,32,56607.8,20.52789,115.0021,1945.332394,1,0,0,0,1,0,0,0,1,0,0,0
4259,10,22,122756.3,14.86128,92.45514,2108.712631,1,0,0,0,0,1,0,0,0,1,0,0
4260,0,36,66737.35,16.53241,114.9658,1638.079725,0,1,0,0,0,1,0,0,0,1,0,0
4261,0,65,63033.65,3.402225,222.6326,1243.099192,0,1,0,0,0,0,1,0,1,0,0,1
4262,0,88,9683.56,3.160399,139.9568,400.9668713,1,0,0,0,0,0,0,1,1,0,0,0
4263,0,27,70424.63,9.658761,187.6422,1324.009256,0,1,0,0,1,0,0,0,1,0,0,1
4264,2,19,39526.95,10.40415,127.5067,1277.028074,0,0,1,0,1,0,0,0,0,1,0,0
4265,1,83,31355.16,13.92306,159.9476,1704.12272,1,0,0,0,1,0,0,0,1,0,0,1
4266,4,70,22552.58,3.381603,172.4441,671.4099396,0,1,0,0,0,0,1,0,0,1,0,0
4267,1,27,67600.28,7.218929,217.4725,1144.50246,1,0,0,0,0,0,0,1,1,0,0,1
4268,2,48,53516.91,7.244015,139.9861,1000.235232,0,0,1,0,0,1,0,0,1,0,0,1
4269,4,33,90633.74,4.072959,240.1149,1084.469104,0,1,0,0,1,0,0,0,0,1,0,1
4270,0,27,47989.95,15.98922,182.4653,1770.233657,1,0,0,0,0,0,1,0,0,1,0,1
4271,1,23,4308.47,2.337769,207.6094,763.7190374,0,0,1,0,1,0,0,0,1,0,0,1
4272,2,69,13386.4,28.31929,222.6281,3365.186813,0,0,1,1,0,0,0,0,1,0,0,0
4273,2,37,23757.46,7.816831,182.4433,1479.383716,0,1,0,0,0,0,1,0,1,0,0,1
4274,1,74,29311.58,16.74543,219.9902,1893.24474,0,0,1,1,0,0,0,0,0,1,0,0
4275,1,86,70250.39,5.321365,157.4698,502.9172945,0,0,1,0,0,0,1,0,0,1,0,0
4276,5,43,23638.05,5.493065,242.6143,1178.136437,0,1,0,0,0,0,0,1,1,0,0,1
4277,0,26,84681.03,3.606976,212.6415,1330.057877,0,1,0,0,0,0,0,1,1,0,0,1
4278,0,23,2716.95,24.09793,142.4855,2427.967505,0,1,0,0,0,1,0,0,1,0,0,0
4279,1,87,32855.22,11.32392,137.4872,922.3842497,1,0,0,0,0,0,1,0,1,0,0,0
4280,3,61,84478.95,8.06514,144.9607,866.9483546,0,1,0,1,0,0,0,0,0,1,0,0
4281,1,33,13106.6,3.30098,114.9658,594.5452132,0,0,1,0,0,0,1,0,0,1,0,0
4282,0,21,51814.85,9.468306,124.9607,1351.920539,1,0,0,0,0,0,1,0,1,0,0,0
4283,3,46,76134.13,1.52349,174.9882,1031.356925,1,0,0,0,0,0,0,1,1,0,0,1
4284,2,51,54290.34,10.15451,149.9845,1224.72764,1,0,0,1,0,0,0,0,1,0,0,0
4285,1,85,58516.37,6.418936,265.147,1103.319343,0,0,1,0,0,1,0,0,0,1,0,1
4286,1,79,45122.17,8.052952,182.4538,910.2691862,0,0,1,0,0,0,1,0,0,1,0,0
4287,0,35,34110.17,9.688409,182.49,1331.662313,0,0,1,0,0,1,0,0,0,1,0,1
4288,3,56,14725.39,22.05456,175.0062,2701.761153,1,0,0,0,0,0,1,0,0,1,0,0
4289,0,65,37261.82,4.164919,159.9349,577.4706172,1,0,0,0,0,0,1,0,1,0,0,0
4290,2,73,44060.25,7.518447,220.1185,1059.388627,0,0,1,0,0,1,0,0,1,0,0,0
4291,2,35,17995.63,6.602711,200.1185,1569.491526,1,0,0,0,1,0,0,0,0,1,0,1
4292,1,35,72462.36,19.56071,242.6106,2715.021658,1,0,0,0,1,0,0,0,1,0,0,1
4293,2,31,6827.15,5.458881,142.5007,1238.891522,0,0,1,0,0,1,0,0,1,0,0,0
4294,1,50,37146.88,18.601,235.1884,2291.446991,0,1,0,0,0,0,1,0,0,1,0,1
4295,3,45,41973.28,19.48354,137.4392,1943.635982,0,0,1,0,0,0,1,0,0,1,0,1
4296,3,54,17429.01,9.274687,169.9378,1170.725967,0,0,1,0,0,0,1,0,0,1,0,0
4297,3,37,13722.37,8.172776,184.9853,1275.385401,1,0,0,0,0,1,0,0,0,1,0,0
